Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
2482,Mass.,Tallis,1850c,10,12,Boston,Decorative map of Boston.Insets show the city from the coast.Bunker Hill monument and the State House .Lovely color.,335,,,
1162,Near East,Tallis,1849c,10,12,Turkey in Asia,"The Near East seen here includes Syria,Turkey,and other lands.Vignette view of Jerusalem.",,,,
4280,New Zealand,Tallis,1851,14,10,New Zealand,Tallis map of New Zealand.,300,,,
1793,North America,Tallis,1851*,14,10,North America,Tallis map of Nth.America.Interesting vignettes. Hand colored.,85,Altea-12/11 $298,,
2563,North America,Tallis,1851c,14,10,North America,"Handsome framed  Tallis, No.Amer.",425,No,,
3938,North America,Tallis,1851,10,14,North America,Striking map of North America by Tallis. Note Russian America and the unsettled West. Colored vignettes add interest.Archivally matted and FRAMED.,450,,,
3939,Panama,Tallis,1851,10,14,Isthmus of Panama,Handsome Tallis map with  hand colored vignettes.Proposed canals are shown.,245,,,
4002,Panama,Tallis,1851,10,14,Isthmus of Panama,Panama with attractive vignettes.,295,,,
4595,Peru,Tallis,1851,14,10,Peru And Bolivia,"Interesting insets of scenes  from this area,hand colored.",325,,,
4326,"Russia,Asia",Tallis,1851c,10,13,Independent Tartary,"Depicts lands surrounding the Aral Sea.Three splendid vignettes of Tartar life including the bride chase--an impressive marriage custom.dusty,so..",85,,,
4440,"Russia,Asia",Tallis,1851c,10,13,Independent Tartary,"Depicts lands surrounding the Aral Sea.Three splendid vignettes of Tartar life including the bride chase--an impressive marriage custom.dusty,so..",85,,,
3192,Scandinavia,Tallis,1851c,13,10,Baltic Sea,Handsome Tallis map of Scandinavia.Scenic views add interest,245,,,
4594,So.America,Tallis,1850,14,10,South America,Interesting insets of scenes  from this area,335,,,
749,South America,Tallis,1850,14,10,Chili and La Plata,Interesting insets of scenes  from this area,,,,
752,South America,Tallis,1850,14,10,Peru and Bolivia,Interesting insets of scenes  from this area,,,,
886,South America,Tallis,1850,14,10,South America,Six pictorial vignettes enhance this map of the southern continent.Typical Tallis charm.Framed handsomely.,,,,
2306,South America,Tallis,1850,14,10,South America,Interesting insets of scenes  from this area,335,,,
3940,South America,Tallis,1851,10,14,South America,Striking hand colored Tallis map of South America. Vignettes add interest.Archivally matted and FRAMED,350,,,
3941,South America,Tallis,1851,10,14,South America,Striking hand colored Tallis map of South America. Vignettes add interest.,295,,,
4056,South America,Tallis,1850,14,10,South America,Interesting insets of scenes  from this area. Hand colored.,350,,,
5640,South America,Tallis,1850,14,10,Chili and La Plata,Interesting vignettes of the area.,135,50,,
5644,South America,Tallis,1850,13,10,British Guyana,Scenic vignettes.,195,,,
5649,South America,Tallis,1850,13,9,Brazil,Scenic vignettes.,245,,,
1510,Switzerland,Tallis,1851,10,12,Switzerland,Handsome map of Switzerland,,,,
4449,Tartary,Tallis,1850,10,13,Independent Tartary,Vignette show the people of the area.,85,,,
2309,U.S.,Tallis,1851,10,14,United States,Important U.S. map by Tallis.Nicely colored vignettes,375,,,
3627,U.S.,TALLIS,1851,10,14,United States,Important U.S. map by Tallis.Nicely colored vignettes,385,,,
4599,U.S.,Tallis,1851,10,14,United States,Important U.S. map by Tallis.Nicely colored vignettes,375,,,
2998,Venezuela,Tallis,1850c,10,13,"Venezuela, New Granada, Equador, and the Guianas",Lovely vignettes enhance this map of  Venezuela and Columbia. Enhanced color add interest.,235,Altea 12/11-$157,,
4899,W.&E.Hemispher,Tallis,1850c,14,10,"Western Hemisphere, Eastern Hemisphere",Lovely pair of maps by Tallis.Borders show animals and natives of the hemispheres.Nice color.,,,,
3942,West Indies,Tallis,1851,10,14,West India Islands,West India Islands by Tallis.Hand colored vignettes add interest.,295,,,
2669,Western Hemisp,Tallis,1850,14,10,Western Hemisphere,Lovely Tallis map. Vignette borders show animals and natives of the hemisphere.Alaska is Russian America.,375,,,
2574,World,Tallis,,,,"Comparative View of the Principal Waterfalls, Islands, Lakes",,,,,
2583,World,Tallis,,,,"Comparative View of the Principal Waterfalls, Islands, Lakes",,,,,
1143,Turkey,Tallis   London,1850c,10,13,Asia Minor,Tallis map of Turkey with interesting vignettes.Striking decorative border.,,,,
5275,Turkey,Tallis   London,1850c,10,13,Asia Minor,Tallis map of Turkey with interesting vignettes.Striking decorative border.Hand colored.,345,,,
2026,Hungary,"Tallis, J.",1850c,10,14,Hungary,Decorative border with interesting views. Tallis was a leading British map maker.,275,,,
1035,Spain,"Tallis, J.",1851c,10,12,Spain and Portugal,Finely engraved Tallis map.Attractive and interesting surrounding vignettes.,,,,
797,World,"Tallis, J.",1851c,10,14,World on Mercarors Projection,Finely engraved world map with interesting vignettes.Nicely colored.A popular item for many collectors.,,,,
2346,World,"Tallis, J.",1851c,10,14,World on Mercators Projection,Finely engraved world map.Nicely colored.A popular item for many collectors.Russian America.,65,,,
2588,Canada,Tallis.,1850c,10,13,British America,Tallis map of Canada. Figural scenes decorate the map.,285,,,
2589,Canada,Tallis.,,,,Nova Scotia,,,,,
1216,Africa,"Tanner, H.",1834,12,15,Africa,"Handsome map of Africa showing sparse interior information.Early place names and areas.Colored as issued with strongly engraved border typical of Tanner.Inset,Liberia.",,,,
811,North America,"Tanner, H.S.",1830,10,8,North America,U.S. extends up ito NW Canada,,,,
3024,West Indies,"Tanner, H.S.",1834,12,14,West Indies,Tanner was an important American cartographer.His atlas is quite scarce.This map of the West Indies is finely done with plenty of vivid color.Florida is relatively primitively drawn.,285,,,
3340,Alabama,"Tanner, Henry S.",1839,14,10,A New Map Of Alabama With Its Roads And Distances,Hand colored engraved map of the state.Early counties.Tanner maps are scarce.,265,,,
3335,Georgia,"Tanner, Henry S.",1839,13,10,A New Map Of Georgia With Irs Roads And Distances,Hand colored engraved map of the state.Early counties.Scarce.,365,,,
2996,louisianaD,"Tanner, Henry S.",1839,11,13,A New Map Of Louisiana,Handsome detailed map of the state.Interesting tables of distances.Inset diagram of New Orleans.Hand colored.,365,,,
3341,South Carolina,"Tanner, Henry S.",1839,14,10,A New Map Of South Carolina With Its Roads And Distances,Hand colored engraved map of the state.Early counties,,,,
3339,Tennessee,"Tanner, Henry S.",1839,10,14,A New Map Of Tennessee With Its Roads And Distances,Hand colored engraved map of the state.Early counties,,,,
1209,Cuba,Tardieu,1790c,12,16,Carte de L'Isle de Cuba et des Isles LucaNo,Handsome map of Cuba,,,,
2281,Cuba,Tardieu,1787,13,16,Carte de LIsle de Cuba et des Isles LucaNo,Nicely colored large map of Cuba and the Bahamas.Finely engraved.French cartography of Cuba with an unknown and unsettled Florida.Four mileage scales.,450,,,
2479,Cuba,Tardieu,1787,13,16,Carte de LIsle de Cuba et des Isles LucaNo,Nicely colored large map of Cuba and the Bahamas.Finely engraved.French cartography of Cuba with an unknown and unsettled Florida.Four mileage scales.,475,,,
2478,United States,"Tardieu, P.F.",1780c,13,17,Carte Generale des Etats Unis de L'Amerique Septentrionale,Early French map of the U.S. just at the time of the Declaration of Independence.Colored.Many Indian nations are located.Florida is shown as French territory.Vermont is not yet part of the U.S.,645,,,
5138,,"Tauck,Raphael",1930c,7,9,Clock Faces,"Colorful interesting clock faces by the designer, Raphael Tauck from the 1930's Matted and framed.",,,,
5377,Tauck,"Tauck,Raphael",1930c,7,9,Clock Faces,"Colorful interesting clock faces by the designer, Raphael Tauck from the 1930's Matted and framed.",95,,,
4356,,Tebeau,1971,,,A History of Florida,signed copy,35,,,
2326,Carib,Tegg,1827,8,10,West Indies,Finely engraved map of the Carib. Note East Florida with only Spanish placenames.,175,,,
2798,Panama,"Terreni, G.M.",1763,10,8,Carta Rappresentante L'Istmodi Darien O Sladi Panama,Finely engraved map of the Isthmus of Darien,500,,,
2598,Atlas,The Century,1899,12,8,The Century Atlas of the World,"Color printed and dated in the plate, over 100 maps. Covers loose,text tight.Missing perhaps 4 maps.Attractive maps",400,,,
3228,Georgia,The Century Atlas,1897,15,10,Georgia,Color printed map of the state.,85,,,
1521,Scandinavia,"The Century Co., New York",1897,16,10,"The Century Atlas, Norway and Sweden,",Lithographed map of Norway and Sweden.,,,,
3028,New York,"The Fisheries, Game and Forrest Com",1895,68,54,Map Of The Adirondack Forrest And Adjoining Territory Computed From Official Maps And,"In folder,very large map of the Adirondack lands.High Ridge offered it @$500,1999.",450,,,
1528,Holland,Thomas Brown,1801c,11,14,A New and Accurate Map of the Netherlands or Low Countries,Colored map of the area.A repaired tear extends into the lower part of the map,,,,
2625,,Thomas-Stanford,1912,,,About Algeria,"Probably lacks map, otherwise in very good condn.Numerous photolith plates.",40,,,
2642,World,"Thompson, G.",1798,,,A New Map of the World with all of the New Discoveries by Capt.Cook & other Navigator,Two world hemispheres surrounded by about 23 smaller circular maps and astronomicals.Title cartouche.Outline color.verbose comments on maps.Full margins except some bottom repairs.Laid on linen.SOLD,,,,
3465,Bahamas,Thomson,1816,11,12,Chart Of The Bahama Islands,Detailed map of these islands.,325,,,
2397,Carib.,Thomson,1808c,20,24,West Indies,Large British map. U.S.before the La.Purchase.Possessions of the various powers shown.Two Floridas shown in an early or quaint fashion.Note Martyrs are the Keys.,485,,,
3456,Cuba,Thomson,1816,9,18,Island Of Cuba,Large handsome map of Cuba by British mapmakers.Hand colored.,395,,,
5738,Haiti,Thomson,1815*,11,24,"Haiti,Hispaniola or St.Domingo",Hand colored engraved map of the island.,350,"Hudson 350,16/",,
2540,North America,Thomson,1816,18,20,America,United States before Louisiana Purchase. Behring has found Alaska coast.Florida is Spanish.Attractive map.,465,,,
3543,Central Americ,ThomsonLARGE,1816,20,24,"Spanish North America, Southern Part",Large handsome map of Central America.All these C.Amer. nations are shown.Handsome old color.,445,,,
2031,Russia,Thos. Brown,1801,14,12,A New and Accurate Map of Russia in Europe,Hand colored map of European Russia of 1801.,85,,,
2582,,Thrower,1996,9,6,Maps and Civilization,Paperback,15,,,
2724,,Thrower,1978,,,The Compleat Plattmaker,"Essays on chart,map and globe making in England during 17-18th Century.",40,,,
2812,,Thrower,1972,,,Maps & Man,Cartography in relation to culture and civilization.184 pgs soft cover,25,,,
2894,Argentina,"Tirion, I.",1765,7,12,De Ingang van Rio De La Plata,Rio de la Plata and its environs.Lightly colored.,185,,,
3009,Mexico,"Tirion, I.",1766,7,9,De Stad Vera Cruz In Nieuw Spanje,Handsome map of Vera Cruz with important buildings identified.Colored.,185,,,
2974,Colombia,"Tirion, Is.",1765,,,Plan Van De Haven Van Carthagena,Finely engraved map of the important harbor of Cartegena.Colored.,275,,,
3107,Colombia,"Tirion, Is.",1765,7,12,Plan Van De Haven Van Carthagena,Finely engraved map of the important harbor of Cartegena.Colored.,275,,,
2543,Carib.,"Tirion, Isaak",1765,12,18,Kaart van de Onderkoningschappen van Mexico en Nieuw Granada in de Spaansche West-Ind,Handsome map of the Caribbean,545,,,
2845,Carib.,"Tirion, Isaak",1769,14,17,Algemeene Kaart Van De Westindische Eilanden,Early Dutch map of the Carib. Florida has a primitive shape.Beautiful color.The seaward passages of the various fleets are indicated such as the passage of the Dutch ships from Curaco into the Atlantic and the common route taken by ships from Havanna.,450,,,
2842,North America,"Tirion, Isaak",1769,7,4,Tegenwoordige Staat van de Westindische Eilanden en Noord America,Title page with a small map of part of North America.Allegorical figures decorate the foreground.,,,,
2843,Puerto  Rico,"Tirion, Isaak",1769,7,10,"De Hoofdstad En Haven, Van't Eiland Porto Rico In De Westindien",Dutch map of the harbor and port of San Juan.colored.,,,,
3010,Puerto  Rico,"Tirion, Isaak",1769,7,10,"De Hoofdstad En Haven, Van't Eiland Porto Rico In De Westindien",Dutch map of the harbor and port of Puerto Rico (San Juan).Nicely colored.,265,,,
3106,Puerto  Rico,"Tirion, Isaak",1769,7,10,"De Hoofdstad En Haven, Van't Eiland Porto Rico In De Westindien",Dutch map of the harbor and port of San Juan.Nicely colored.,265,,,
3102,Panama,"Tirion, Issac",1766,10,12,Kaarte Van De Landengte Van Panama,Engraved map of the Panama area.Dutch cartography.Uncolored.,185,,,
4101,So.Amer.,"Tirion,Issac",1765,7,12,Plan van de Haven van Carthagena,Hand colored map of the important harbor of Carthagena,275,,,
2959,Western Hemisp,"Tirion,Issac",1754,14,14,Nieuwe Kaart Van Het Westelykste Deel Der Weereld,Strongly colored Dutch map of the Americas.Folds as issued. Archivally matted and framed.,385,,,
4515,Titanic,Titanic,1911,30,40,"Plan of First Class Accomoations, Titanic",Seven photolithos  of various First Class staterooms and a large Stateroom Plan of the 5 first class decks showing cabin plans. Spotted on the left  with brown stain. Surface inract with folds. No restoration done.Very interesting.,,,,
2914,Carib.,"Tition, I.",1766,10,7,"De Stad Reede, Haven en Rivier van Chagres in de Spaansche Westindien",Plan of the harbor and port.Colored.,245,,,
3012,Panama,"Tition, I.",1766,7,10,De Stad En Haven Van Porto-Bello,Plan of the harbor and port.Colored.This was an important trans shipping port for Spanish treasure.,135,,,
5024,,"Tooley, R.V.",1997,,,Maps and Map-Makers,Classic map book.,,,,
1836,,"Tooley,R.V.",1973,10,7,My Head Ia A  Map,Festschrift for Tooley.signed copy by Tooley.,85,,,
2201,Japanese wood block,Toyokuni,1885c,,,"Actress,Kabuki",Jap. Wood block print of the actress.w.a.f.,145,,,
1475,Fla.,U S Coastal Survey,1857,18,16,USCS Coast of Florida,Inset of Tortugas. Sailing Directions for Tampa Bay and Charlotte harbor. Shows all of southern Fla.Darkening at folds.,,,,
5002,"BOOK,Cuba",U. of Pittsbugh,1998,,,Cuban Studies 27,"contains"" CUBAN CARTOGRAPHY,1500-1898"". in 100 pgs.by Emilio Cueto. Describes >600 maps !(copy)",15,,,
3672,INDIANA,U.S.,1860c,8,6,Indiana,Small survey map of the state.The Great Miami Reservation is shown.Early Districts divide the state.,45,,,
3253,WEST,U.S.,1858,17,34,"Explorations & Surveys,War Dept. Map No.1 Rio Colorado Of The West",Pink tinted geologic exploration map.see 3254,150,,,
3254,WEST,U.S.,1858,,,Rio Colorado Of The West. Map No.2,Explorations in New Mexico and nearby areas. see 3253,150,,,
3180,Conn.,U.S.C.& G.S.,1880,,,Off South Entrance To Quick's Hole,Profile view,85,,,
3163,N.Y.,U.S.C.& G.S.,1880,4,20,"View Of Cruger's Island, From Near Hogs Back Buoy,Hudson River",Lovely river scene in great color.,55,,,
3164,N.Y.,U.S.C.& G.S.,1880,4,12,"View Of Cruger's Island, Looking Down, Hudson River","Lovely river scene in great color.Cruger's Is, Berry Pt etc.",45,,,
3165,N.Y.,U.S.C.& G.S.,1880,4,11,"View Of Cruger's Island, Looking Down",Lovely river scene in great color.,55,,,
3177,N.Y.,U.S.C.& G.S.,1880,4,22,"Entrance Into Long Island Sound From The Eastward,Gull Is. Lighthouse",Hand colored profile.,45,,,
3157,New York,U.S.C.& G.S.,1880,,,View Of The Crow's Nest And Storm King From West Point,,50,,,
3158,New York,U.S.C.& G.S.,1880,4,8,"View From Haverstraw Bay, From Off Scarborough.",Hand colored view.Hudson River.,75,,,
3159,New York,U.S.C.& G.S.,1880,4,9,"View in the Highlands,from off Peekskill.",Hand colored view.Hudson River.,65,,,
3160,NEW YORK,U.S.C.& G.S.,1880,4,10,"View Of Peekskill Bay, From Off Verplanck's Point",Hand colored view.,85,,,
3161,New York,U.S.C.& G.S.,1880,3,11,"View Off Barrytown , Looking Down,Hudson River","Hand colored view.,Hudson River.Clifton Point, Knickerbocker Pt.",85,,,
3162,New York,U.S.C.& G.S.,1880,4,10,"View Of Landing At Barrytown,Hudson River",Interesting hand colored view.Hudson River.,95,,,
3166,New York,U.S.C.& G.S.,1880,4,12,View Near Saugerties (Looking Down),Lovely river scene in great color. Shows light house.,45,,,
3167,New York,U.S.C.& G.S.,1880,4,12,View Off Four Mile Pt.(Looking Up),Lovely river scene in great color.,55,,,
3168,New York,U.S.C.& G.S.,1880,5,12,View From Near Coxsackie Lt.Ho. (Looking Down),Lovely river scene in great color.Shows the light house.,40,,,
3169,New York,U.S.C.& G.S.,1880,4,19,"Approaches To N.Y.Harbor From The Eastward, Highland Lights Bearing W. By S.",Lovely profile scene in great color.Shows the light ships at Sandy Hook and light house.,50,,,
3170,New York,U.S.C.& G.S.,1880,4,16,"View Of Fire Island Inlet,Fire Island Lt. Ho. Bearing No. Distant 3 Miles",Hand colored profile Oak Isl. To Fire Isl.,35,,,
3171,New York,U.S.C.& G.S.,1880,6,16,"Approaches To Plum Gut, From The Eastward And Westward,Plum Island Lt.Ho...",Two scenes hand colored.Gardiner's and Plum Island profiles.,50,,,
3172,New York,U.S.C.& G.S.,1880,6,12,"Montauk Point From The Eastward, Westward",Two hand colored shore profiles.,65,,,
3178,New York,U.S.C.& G.S.,1880,8,16,View Of Approaches To Fisher's Island..,"Hand colored , three shore profiles.",50,,,
3441,Florida,U.S.C.S.,1852,10,11,Cedar Keys,Hand colored chart of Cedar Keys area. Sailing directions supplied.,95,,,
2093,North Carolina,U.S.C.S.,1853,17,14,Cape Fear and New Inlet,Smithville and the Harbor.,135,,,
2115,North Carolina,U.S.C.S.,1852,21,10,"U.S.Coast Survey,showing the Progress of Section 4",Coastal survey of Noeth Carolina with many place names.Later hand color added.From Cape Lookout to Cape Henry.,,,,
4050,U.S.,U.S.C.S.,,,,Chart of the Gulf Stream from Explorations of the U.S. Coast Survey,Mended tear.,85,,,
2090,North Carolina,U.S.Coast Survey,1850,8,8,Beaufort Harbor,Early harbor survey.Hand color.,20,,,
2092,North Carolina,U.S.Coast Survey,1850,17,18,Beaufort Harbor,Completed chart.,85,,,
2094,North Carolina,U.S.Coast Survey,1855c,9,6,Cape Fear Harbor area,Early river and coastal survey,,,,
2095,North Carolina,U.S.Coast Survey,1850,10,10,Albamarle Sound and area.,Early sound and coastal survey,,,,
2572,World,"U.S.Congress,29th",,12,21,The position of our continent as compared to Europe and Africa,,,,,
3275,MASS.,U.S.CORPS OF ENGINEERS,1884,14,28,"Sandy Bay, Mass. Plan And Section Of Breakwater For Town Of Rockport",Details of the harbor at Rockport.,100,,,
2085,Georgia,U.S.G.S.,1865c,8,10,Jekyl Island,A U.S.Coastal Survey map of this area.,65,,,
2083,Mass.,U.S.G.S.,1865c,6,6,Provincetown Harbor,A U.S.Coastal Survey map of this area.,55,,,
2087,Mass.,U.S.G.S.,1865c,6,9,"Provincetown Harbor,Mass.",A U.S.Coastal Survey map of this area.,65,,,
2088,Mass.,U.S.G.S.,1865c,8,6,Chatham Harbor,A U.S.Coastal Survey map of this area.,45,,,
4202,Georgia,U.S.Geol.Survey,1870c,9,6,Map of the Savannah District,Details the coastal areas.,45,,,
2431,N.Y.,U.S.gov.,1858,24,15,"Field Chart of Middle Channel Lake George,St.Mary's Improvement",Shows Pumpkin Point Indian village.,35,,,
5531,Cuba,U.S.Govt.,1898,16,14,(Military map of Cuba),,,,,
3642,INDIANA,U.S.Govt.,1848,17,10,Sketch Of The Public Surveys,Early Plat map of the state.,45,,,
3643,N.Y.,U.S.Govt.,1860c,9,6,"Hudson River,N.Y.",Deep water channels of the Hudson River nesr Cow Island and Castleton.,25,,,
4263,Philippines,U.S.Govt.,1900,21,28,"Location of Troops in the Philippine Islands March 31,1900",Printed diagram map of these islands with towns located.At time of Spanish/Amer. War.,95,,,
5540,Philippines Is.,U.S.Govt.,1898,14,17,"Sketch of Reconn….Aug 10,1898","Military plan of this area,just south of Manila.",35,,,
5529,Porto Rico,U.S.Govt.,1898,21,28,"Military Map of Porto Rico, 1898",Military map of Porto Rico showing locations of American and Spanish forces. Color Litho.,295,,,
5541,Porto Rico,U.S.Govt.,1898,6,8,sketch…nr San Juan,Battle plans near San Juan hill,,,,
5618,Porto Rico,U.S.Govt.,1899,28,17,Porto Rico    USGovt. Plate 52,"Govt. map with magnetic compass positions, soundings.Printed.""adopted from USC&GS,addn by US Fish comm.,1899""",,,,
5512,"West,Oregon,Wash.",U.S.Govt.,1867,22,44,Map of the Country from Lake Superior to the Pacific Ocean,"Large hand colored map made ""from the latest Explorations & Surveys to accompany the report of Edward E.Johnson Chief Engineer,No.Pacific R.R.""Some rust staining which can be removed,W.A.F.Shows northern states",,,,
4234,"World,U.S. R.R",U.S.Govt.,1835c,13,21,This map shews the position of our continent..,Proposal endorsing a transcontinental railroad across the U.S..Prepared for Congress,165,,,
1684,Egypt,Univ.Chicago,1993,5,7,Sifting the Sands of Time,A booklet of Postcards of alb. Prints of the Oriental Instis. Of U.Chicago,10,,,
5104,Armadillo`,unknown,1766,4,7,American Armadilla,Early view of this unusual animal.Hand colored.,35,,,
5273,Asia,unknown,18??,7,14,Japanese wood block map,Color woodblock map of  Asia..Probably 19th Cent.,110,,,
4942,Carib.,unknown,1765c,7,9,West Indies,East and West Florida are emphasized.,110,,,
1629,Coffee,unknown,1840c,10,7,Coffea arabica,Handcolored engraving of the coffee plant.,56,,,
2067,Cuba,unknown,1785c,4,7,"A Plan of the Late Seige of the Havana, and Moor's Castle, & their Environs",Handsome color.,110,,,
3944,eggs,unknown,1835c,6,4,Eggs of the  Golden Eagle and the Osprey.,Hand colored eggs of the Eagle and  Osprey.,35,,,
4924,Florida,unknown,1873,16,12,"Florida, Georgia, and South Carolina","Color printed map of these states,1873.Fort Dallas but no Miami as yet.Uncommon map.",235,,,
2349,Germany,unknown,1850c,7,8,Berlin,"Map of Berlin,hand color.",45,,,
1222,Holy Land,unknown,1650c,13,17,A Plan of Mount Sinai and Mount Horeb,A large view with numbered places identified.,,,,
4353,Holy Land,unknown,1861,9,11,Plan of Jerusalem and its Environs,Hand colored plan of Jerusalem of 1861,55,,,
3583,holyland,UNKNOWN,1750c,4,6,Jerusalem,"Finely engraved map of Jerusalem.Below, a map of the Holy Land. Finely engraved.German poem.",165,,,
2084,Japan,unknown,1920c,7,5,"Woodblock prints, two.",small woodblock prints.,40,,,
2932,Japan,unknown,1985c,21,16,Sumo Wrestling Posters,"Modern Sumo wrestling posters in black ink. Attractive and unfathomable. There are five, not all identical but very similar.   Each 45   with a poetic printing probably wood block.",225,,,
5271,Japan,unknown,,14,28,city plan of Japanese city,"Reproduction woodblock map purchased in Japan at Museum,Kyoto.",35,,,
1616,MISC,UNKNOWN,1880s,6,4,Engraved Portrait Of A Girl.,Nicely executed portrait engraving of a young lady in Victorian dress.,35,,,
4194,Music,unknown,1450c,17,12,(15th Cent.Missal),"Early Missal on velum, Latin text,both sides.",195,,,
2464,Nicaragua,unknown,1860c,5,6,Lake Managua,"View of Lake Managua, hand colored.",85,,,
4210,North America,unknown,1820c,8,9,North America,"Interesting map showing New Albion,River of the West,Quivera,early Texas,Louisiana Terr.,Indian Tribes,E.&W.Fla.Uncolored.",95,,,
1703,photoHOME,unknown,1925c,,,(Trip to Egypt in about 1925)2590,"TWO Tooled leather photo albums,containing about 200 small photos.Interesting scenes.HOME",250,,,
3814,PRINT,UNKNOWN,18thC,8,6,Persian/Hebrew Document,Curious document.Apparently a Hebrew text page was over-painted with a Persian story scene.Purchased in Jerusalem years ago.,,,,
1517,Scandinavia,unknown,1803,6,8,"Swedne, Denmark & Norway",Nicely colored map of Scandinavia at the start of the 19th Century.,,,,
3432,South America,unknown,1870c,8,10,"Venezuela,United States Of Colombia And Ecuador.",Colord litho printed map of the area.,65,,,
1030,Spain,unknown,1750c,10,12,"Die Inseln Majorca,Minorca, und Iviza",Sharply engraved map of the islands.,,,,
3477,United States,unknown,1845c,4,4,Map Of The Western States And Territories.,Hand colored small map of the forming Western territories.,45,,,
4615,Wood block,unknown,18th C.,9,14,"Palace scene, Japanese wood block",Framed old Japanese wood block print of a scene in the Palace..Aged.,65,,,
1253,world,unknown,1700c,4,5,"two hemispheres, untitled",from a French atlas.Australia barely known.Western No.Amer. yet unknown.,,,,
3608,world,unknown,1940c,,,"Europe, Yiddish terms",Yiddish map of Europe,95,,,
2653,New York,"unknown,Beer likely.",1899c,22,32,"City of New Rochelle, Maamaroneck etc.","Large printed street map of New Rochelle,Larchmont,Mamaroneck,Rye Neck,Oakhurst,Milton Harbor,Milton Point,etc.",235,,,
4089,,US,1979,,,"The Quarterly Journal of the Library of Congress,Summer 1979","Discusses and illustrates, mapping of Wash.,D.C.",20,,,
5519,Cuba,US,1898,21,24,"Santiago de Cuba, positions of Cuban and Spanish Forces Prior to July3","Detailed military map, color litho.",185,,,
5521,Cuba,US,1898,16,22,"Map of Santiago de Cuba and Vicinity,July1,1898","Detailed military map, color litho.",185,,,
5523,Cuba,US,1898,6,20,"USFS Brooklyn,Showing external injuries..Sp.Squadron..1898",Details damages done to the ship.,45,,,
5525,Cuba,US,1898,8,10,Daily Positions of the Spanish Squadrons under Adm. Cervera,Litho printed naval map.,45,,,
1468,Calif.,US Coastal Survey,1857,30,20,"Monterray Bay, California",Completed chart.,,,,
1472,Calif.,US Coastal Survey,1857,14,19,"San Antonio Creek, California",Completed chart.Shows early Oakland and the bay area near by.,,,,
3267,SO.C.,USC S,1866,24,40,"Coast Of So.Carolina, From Long Island To Hunting Is. Including Charlestown Harbor An",Large highly detailed engraved map of this area.,345,,,
2259,Alaka/Canada,USC&GS,1888,32,61,"N.W.Shore of Portland Inlet, Alaska",Very large chart of this area.similar to 2254,225,,,
2260,ALASKA,USC&GS,1887,24,20,Sketch Of The Southeast Coast Of Alaska,Large lith. map of the Alaskan coast,265,,,
1291,Conn.,USC&GS,1880,4,16,Block Islandfrom the Eastward,Hand colored profile view of Block Island,,,,
4105,Alaska,USCGS,1885,14,13,South East Alaska,"Color printed map of this area,Senate Document.Prior to final boundry settlement with Britain.Early place names.",125,,,
3657,CALIF.,USCGS,1886,21,18,Landfalls Of Cabrillo And Ferralo On The Pacific Coast,The landfalls of the early explorers,65,,,
1577,with blueback,USCGS,1882*,40,24.5,"USCGS,East Penobscot Bay",Completed chart of the bay.On thicker paper.,45,"not backed. Long tear, 24"" vertical from top,repaired.",,
976,Australia,USCS,1850c,12,15,"Hobson's Bay, Port Philip",Coast near Melbourne.,,,,
3655,CALIF.,USCS,1863,16,25,Tomales Bay,completed chart.,225,,,
5760,Calif.,USCS,1851,12,13,San Diego Entrance,Handsome view of the entrance.,95,,,
5761,Calif.,USCS,1851,20,17,"Western Coast of the United States from Monterey to the Columbia River,Sheet 1","West coast shown, for USCS with 3 coastal views.Completed chart.",125,,,
5762,Calif.,USCS,1851,20,17,"Western Coast of the United States from Monterey to the Columbia River,Sheet 2","West coast shown, for USCS with 2 coastal views.completed chart.",95,,,
3666,"CALIF.,OREGON",USCS,1854,11,18,Curves Of Observation Of Tides At Rincon Pt. San Diego And Astoria,Modern line color added .,25,,,
3818,"Del., Va.",USCS,1871,22,34,"Progress of the Survey, Sect. Lll",Triangulations,35,,,
3318,DEL.AND MD.,USCS,1850*,14,10,Soundings Of Sea Coast Of Delaware And Md.,Soundings and dangers desribed of this coast.,65,,,
1438,East Coast of U.S.,USCS,1861,34,24,Sketch D Sect. lV,Cape Fear to Cape Henry.  FOLDED,,,,
2119,East Coast of U.S.,USCS,1867,20,24,Sketch D Sect. lV,Cape Fear to beyond C.Hatteras.FOLDED,,,,
2728,East Coast of U.S.,USCS,1857,34,23,Sketch D Sect. lV,Cape Fear to Cape HenryFOLDED,,,,
3312,East Coast of U.S.,USCS,1859,34,24,Sketch D Sect. lV,Cape Fear to Cape Henry,,,,
3366,East Coast of U.S.,USCS,1854,10,32,"Sect V, So.C.",Savannah to state boundry FOLDED,,,,
3410,East Coast of U.S.,USCS,1854,16,14,"Ship and Sand Shoals Inlets, Coast of Va., 1854",FOLDED,,,,
3542,East Coast of U.S.,USCS,1860,34,25,Sketch D Sect. lV,Cape Fear to Cape HenryFOLDED,,,,
3722,East Coast of U.S.,USCS,1856,34,24,Sketch D Sect. lV,Cape Fear to Cape HenryFOLDED,,,,
3758,East Coast of U.S.,USCS,1862,34,24,Sketch D Sect. lV,Cape Fear to Cape Henry  FOLDED,,,,
